"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-04-25","    2","0.72",,,,,,"31"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-04-26",,,"0.00",,,"65","28","28"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-04-27",,,"0.20",,,"65","28","37"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-04-28",,,"0.12",,,"63","37","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-04-29",,,"0.00",,,"76","39","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-03",,,"0.00",,,"81","41","44"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-04",,,"0.07",,,"66","44","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-05",,,"0.10",,,"72","45","45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-06",,,"0.00",,,"72","44","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-09",,,"0.00",,,,,"45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-10",,,"0.00",,,"83","36","40"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-11",,,"0.00",,,"85","38","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-12",,,"0.00",,,"91","42","45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-13",,,"0.00",,,"92","45","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-18",,,"0.00",,,"90","45","50"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-19",,,"0.00",,,"92","43","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-20",,,"0.21",,,"72","36","37"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-23","    2","0.07",,,,,,"47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-24",,,"0.00",,,"70","40","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-26",,,"0.00",,,"83","42","44"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-27",,,"0.00",,,"81","42","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-05-31",,,"0.00",,,,,"49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-03",,,"0.88",,,,,"42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-04",,,"0.10",,,"54","42","44"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-05",,,"0.23",,,"61","39","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-06",,,"0.05",,,"67","37","38"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-07",,,"0.01",,,,"38","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-11",,,"0.00",,,,,"39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-12",,,"0.00",,,,"37","38"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-13",,,"0.18",,,,"38","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-14",,,"3.31",,,,"46","50"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-17",,,"5.93",,,,,"48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-18",,,"1.30",,,"60","46","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-19",,,"0.00",,,"59","42","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-20",,,"0.00",,,"66","43","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-21",,,"0.00",,,"70","46","51"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-24",,,"0.00",,,,,"45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-25",,,"1.05",,,"52","45","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-28",,,"0.52",,,"52","43","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-10-31",,,"2.74",,,,,"46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-01",,,"0.15",,,"52","46","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-02",,,"0.00",,,"62","45","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-03",,,"0.00",,,"63","45","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-04",,,"0.00",,,"61","46","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-07",,,"0.63",,,,,"49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-08",,,"0.00",,,"62","48","49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-09",,,"0.00",,,"63","48","50"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-10",,,"0.00",,,"58","47","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-14",,,"0.28",,,,,"50"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-15",,,"1.21",,,"56","50","53"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-16",,,"0.09",,,"59","41","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-17",,,"0.00",,,"51","39","40"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-18",,,"0.00",,,"54","32","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-21",,,"2.22",,,,,"45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-22",,,"0.02",,,"61","41","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-23",,,"1.41",,,"52","34","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-28",,,"2.42",,,,,"40"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-29",,,"0.02",,,"53","35","36"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-11-30",,,"0.07",,,"51","36","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-01",,,"0.04",,,"54","39","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-02",,,"0.00",,,"51","30","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-05","    3","0.05",,,,,,"33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-06",,,"0.06",,,"41","33","36"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-07",,,"0.00",,,"49","28","29"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-08",,,"0.31",,,"39","29","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-09",,,"0.49",,,"43","34","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-12","    3","1.53",,,,,,"39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-13",,,"0.00",,,"50","35","37"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-14",,,"1.87",,,"42","34","36"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-15",,,"3.46",,,"46","36","45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-16",,,"0.00",,,"52","30","31"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-19","    3","0.00",,,,,,"28"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-20",,,"0.00",,,"42","28","37"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-21",,,"0.00",,,"43","32","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-22",,,"0.00",,,"53","31","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-23",,,"0.45",,,"55","25","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-27","    4","1.19",,,,"40","26","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-28",,,"0.08",,,"38","32","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-29",,,"0.00",,,"48","34","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2016-12-30",,,"0.00",,,"47","33","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-09",,,"4.67",,,,,"32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-10",,,"0.70",,"2.0","44","32","36"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-11",,,"2.03",,,"40","31","33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-12",,,"0.10",,,"46","31","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-13",,,"0.00",,,"49","28","29"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-17",,,"0.00",,,,,"28"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-18",,,"1.05",,,"43","28","35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-19",,,"2.50",,,"37","31","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-20",,,"0.95",,,"43","32","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-23",,,"2.98",,,,,"33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-24",,,"0.02",,,"43","33","33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-25",,,"0.00",,,"47","32","33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-26",,,"0.00",,,"42","33","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-27",,,"0.00",,,"49","32","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-30",,,"0.00",,,,,"31"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-01-31",,,"0.00",,,"52","31","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-01",,,"0.00",,,"47","31","32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-02",,,"0.07",,,"46","32","35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-03",,,"0.78",,,"50","35","49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-06",,,"3.23",,,,,"43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-07",,,"1.32",,,"47","34","36"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-08",,,"0.59",,,"55","36","38"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-09",,,"3.10",,,"46","38","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-10",,,"0.70",,,"54","38","40"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-13",,,"0.14",,,,,"35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-14",,,"0.00",,,"50","33","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-15",,,"0.05",,,"57","34","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-16",,,"2.97",,,"50","42","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-17",,,"0.40",,,"51","38","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-21",,,"4.00",,,,,"41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-22",,,"0.62",,,"46","34","35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-23",,,"0.00",,,"42","32","33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-24",,,"0.09",,,"50","31","33"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-27",,,"0.42",,,,,"34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-02-28",,,"0.05",,,"45","34","36"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-01",,,"0.00",,,"53","33","35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-02",,,"0.00",,,"61","33","35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-03",,,"0.00",,,"62","33","37"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-06","    3","1.21",,,,,,"32"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-07",,,"0.79",,,"39","32","35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-08",,,"0.36",,,"45","34","38"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-09",,,"0.45",,,"54","38","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-10",,,"0.00",,,"57","42","44"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-13","    3","0.02",,,,,,"38"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-14",,,"0.00",,,"72","38","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-15",,,"0.00",,,"76","42","46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-16",,,"0.25",,,"58","41","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-17",,,"0.00",,,"66","41","44"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-20","    3","1.76",,,,,,"49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-21",,,"1.38",,,"59","44","44"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-22",,,"0.29",,,"63","43","45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-23",,,"0.12",,,"58","39","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-24",,,"1.40",,,"60","41","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-27","    3","1.14",,,,,,"41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-28",,,"0.00",,,"60","39","40"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-29",,,"0.00",,,"69","40","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-30",,,"0.24",,,"56","41","42"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-03-31",,,"0.00",,,"60","34","34"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-03",,,"0.00",,,,,"35"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-04",,,"0.00",,,"71","35","47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-05",,,"0.00",,,"71","44","54"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-06",,,"0.10",,,"69","47","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-07",,,"0.00",,,"59","33","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-10","    3","1.65",,,,,,"39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-11",,,"0.09",,,"62","33","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-12",,,"0.27",,,"56","41","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-13",,,"0.48",,,"58","39","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-14",,,"0.04",,,"56","37","39"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-17","    3","0.21",,,,,,"45"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-18",,,"0.50",,,"59","45","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-19",,,"0.00",,,"62","41","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-20",,,"0.98",,,"55","40","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-21",,,"0.00",,,"69","38","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-24","    3","0.40",,,,,,"43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-25",,,"0.13",,,"57","41","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-26",,,"0.13",,,"58","43","51"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-27",,,"0.04",,,"62","38","40"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-04-28",,,"0.00",,,"69","36","38"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-01",,,"0.00",,,,,"47"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-02",,,"0.00",,,"82","47","55"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-03",,,"0.00",,,"86","51","55"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-04",,,"0.00",,,,,"56"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-05",,,"0.00",,,"94","51","57"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-08",,,"0.00",,,,,"46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-09",,,"0.00",,,"84","43","52"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-10",,,"0.00",,,"89","46","53"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-11",,,"0.00",,,"84","52","55"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-12",,,"0.40",,,"57","41","41"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-15",,,"0.10",,,,,"46"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-16",,,"0.10",,,"73","46","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-17",,,"0.00",,,"62","36","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-18",,,"0.00",,,"73","39","43"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-19",,,"0.00",,,"84","43","49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-22",,,"0.00",,,,,"57"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-23",,,"0.00",,,"98","54","60"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-24",,,"0.00",,,"100","56","61"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-25",,,"0.00",,,"87","44","54"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-26",,,"0.00",,,"86","47","52"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-29",,,"0.00",,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-30",,,"0.00",,,,,"59"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-05-31",,,"0.00",,,"77","53","56"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-01",,,"0.00",,,"82","48","50"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-02",,,"0.00",,,"83","48","52"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-05",,,"0.00",,,,,"51"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-06",,,"0.00",,,"91","50","51"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-07",,,"0.00",,,"89","51","56"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-08",,,"0.62",,,"76","55","56"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-09",,,"0.03",,,"70","49","52"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-12",,,"0.15",,,,,"49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-13",,,"0.00",,,"76","44","48"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-14",,,"0.00",,,"78","45","49"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-15",,,"0.00",,,"81","49","56"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-16",,,"0.00",,,"75","56","59"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-19",,,"0.00",,,,,"62"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-20",,,"0.00",,,"103","62","68"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-21",,,"0.00",,,"92","59","65"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-22",,,"0.00",,,"95","56","64"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-23",,,"0.00",,,"100","57","65"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-26",,,"0.00",,,,,"66"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-27",,,"0.00",,,"94","54","59"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-28",,,"0.00",,,"99","55","59"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-29",,,"0.00",,,"94","57","58"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-06-30",,,"0.00",,,"98","54","60"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-03",,,"0.00",,,,,"61"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-04",,,"0.00",,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-05",,,"0.00",,,"101","57","63"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-06",,,"0.00",,,"96","58","59"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-07",,,"0.00",,,"97","54","58"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-10",,,"0.00",,,,,"56"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-12",,,"0.00",,,"98","57","62"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-13",,,"0.00",,,"101","55","59"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-14",,,"0.00",,,"98","57","61"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-17",,,"0.00",,,,,"58"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","2017-07-18",,,"0.00",,,"99","53","59"
